head,rel,tail
Q04759,i,P63000
O14920,i,P31645
Q96GD4,i,P13796
P17948,i,Q86UL8
Q96RR4,i,P13861
Q13464,i,P35579
P48729,i,P35579
Q09013,i,Q8WXH0
P06493,i,P22681
P14635,i,P27348
Q9HC98,i,Q9Y4G8
Q02750,i,P62745
Q9UHD2,i,P15311
Q9Y243,i,Q16625
Q99640,i,P17655
P28482,i,Q9Y2H2
Q9H2X6,i,Q9BR76
P27361,i,P51790
P21127,i,Q9BR76
Q6IQ55,i,P00749
O14757,i,P05783
Q96S44,i,P13498
P23443,i,P52799
Q99558,i,Q03135
P53671,i,P05023
P54762,i,P49768
P49674,i,P23458
P25098,i,Q15149
O96017,i,P50281
P11021,i,P27361
Q9BZL6,i,O60716
Q99558,i,P62280
Q13976,i,P12814
P29323,i,P35222
P27448,i,P08473
Q9HC98,i,O15143
O14730,i,P06396
Q16816,i,P35241
P17252,i,P07737
PR:000025963,i,P06396
P42684,i,Q92558
P42345,i,P41743
Q9BUB5,i,Q9Y4G8
PR:000003271,i,O00560
Q7L7X3,i,P04083
P41279,i,P19022
O75116,i,P14923
Q96GD4,i,Q6UVK1
O76039,i,P12931
Q9P1W9,i,Q92974
Q07912,i,P06396
Q8TD19,i,P62258
Q05513,i,O00203
Q92630,i,Q86UL8
Q13418,i,Q86UL8
Q8N5S9,i,P00749
P48729,i,P07332
P67870,i,P00749
Q7L7X3,i,P28482
P53350,i,Q05209
P68400,i,P50552
P05771,i,P12814
Q6P5Z2,i,O75955
P22607,i,P11021
Q9Y243,i,O75955
Q05513,i,Q14160
P05129,i,P62491
A0A173G4P4,i,P30050
Q9BUB5,i,Q15366
O75385,i,O60716
Q9H2X6,i,P35241
P11362,i,P04040
A0A173G4P4,i,Q14676
O00418,i,P60953
P31152,i,P27361
Q86Y07,i,P30101
P31152,i,P0DMV8
Q8TD19,i,Q14118
Q92630,i,Q92974
P06239,i,P06748
P49137,i,P35241
P31749,i,Q99962
P28482,i,P40855
O60285,i,P17655
O75460,i,P31749
Q9UBS0,i,Q96QB1
P28482,i,Q9UK17
Q9BXM7,i,P0DMV8
P48730,i,P04792
Q8IV63,i,Q02750
P22612,i,P19022
Q9BYP7,i,P78352
Q9BWU1,i,P27348
A0A024R1D8,i,O60716
O43293,i,Q2M1Z3
Q9BYP7,i,Q96SB3
Q9UQ88,i,P30101
Q9UEW8,i,P13861
Q15208,i,O15511
P68400,i,P62917
Q14004,i,Q02297
P78368,i,P61978
Q05513,i,P78352
P31751,i,Q16625
Q14457,i,P06396
Q13485,i,Q14676
O76039,i,P35372
Q16644,i,O60716
Q53HL2,i,P13498
O43293,i,P62745
P62260,i,P20339
O95997,i,Q86UL8
Q96QT4,i,P28482
Q00536,i,P18206
P08069,i,P17655
P09619,i,P31645
Q8IVH8,i,Q9Y4G8
Q06187,i,O43707
P15311,i,P11717
PR:000003057,i,Q15366
Q07157,i,P78352
P00533,i,P48167
Q04863,i,Q7Z5H3
P58753,i,Q8WXH0
P48730,i,Q05513
Q13546,i,P30101
P45984,i,Q92974
Q15382,i,P46783
Q96QB1,i,Q6NZI2
A0A059VC25,i,P13498
P19525,i,O75955
Q13616,i,Q15700
O14745,i,P04040
Q9Y297,i,P11021
P10398,i,P05023
PR:000007102,i,P18206
P00533,i,Q9Y698
Q9UM73,i,P19022
P0DP23,i,P12931
Q15257,i,Q05209
Q9Y572,i,P27361
O75116,i,P22681
Q9UM73,i,P39019
Q12778,i,P27348
Q16566,i,Q12959
O94804,i,P27348
P20871,i,Q9UIF9
P33981,i,P19022
O95835,i,P35372
P42685,i,P06748
P23769,i,P27361
O14936,i,Q15700
Q13309,i,P31645
Q9UHD2,i,P39019
O00206,i,P17661
Q15120,i,Q96QB1
Q9UM73,i,P06748
P10644,i,Q07157
Q9H204,i,Q9Y4G8
P78352,i,P61764
Q9UJY5,i,P11021
P06730,i,P50570
Q9P2K8,i,P62745
P51817,i,P00523
Q00987,i,Q9H2X6
Q9H211,i,P17655
Q5VWQ8,i,P27361
Q9Y272,i,P0DMV8
Q9ULW0,i,P06396
Q16512,i,P62280
P31946,i,Q9UQB8
Q8NG31,i,Q16625
Q8WXH0,i,P62745
Q13554,i,P21333
Q96KB5,i,Q9UQB8
P08922,i,P31645
P63000,i,Q9H3Z4
P61981,i,P07910
Q9UDY2,i,P61764
P46937,i,Q13045
Q9H4B4,i,P12931
P41240,i,P63328
P16070,i,P26038
Q13237,i,Q15599
A0A024R1D8,i,P05023
P14618,i,O00560
P15531,i,Q14289
Q2M2I8,i,O75955
P54764,i,P05023
P07949,i,Q13873
Q9NPF5,i,Q96QB1
Q6ZNE5,i,P11021
Q12965,i,P35579
Q15831,i,P21980
PR:000000104,i,P31146
Q9UBE8,i,O00560
Q9UQB9,i,P13612
P51817,i,Q03135
P29597,i,P06396
Q96S53,i,Q14511
Q8N752,i,Q00610
P63328,i,P04083
O75385,i,Q05209
P33981,i,P31645
O14920,i,O60674
P06400,i,Q96ST3
Q8WYK2,i,P28482
Q9H7Z6,i,Q13045
Q06609,i,O00161
Q96D31,i,P30101
P04413,i,P39019
Q16566,i,P04083
Q08881,i,Q16625
Q15303,i,P00533
O43293,i,Q03135
Q9Y478,i,P17655
PR:000035365,i,P11717
Q9Y6K9,i,P27361
P10412,i,P04413
O43318,i,P04040
O00141,i,P50570
A0A024R1D8,i,P13612
Q13882,i,Q14511
Q8N2W9,i,P05023
O14920,i,Q92542
P42858,i,Q86UL8
P11802,i,P51532
Q683Z8,i,Q15366
P11831,i,Q02750
Q96Q15,i,O43707
Q9UBE8,i,P46783
P29597,i,P27361
Q96EB6,i,P06748
Q9BXM7,i,Q03135
Q96KB5,i,P19022
Q9NYY3,i,Q03135
P11021,i,P04040
Q00610,i,O00560
Q99683,i,P31146
Q13627,i,O14974
Q9UPZ9,i,P13498
P08631,i,P13861
P25098,i,P12814
O14920,i,P11912
Q7Z412,i,Q86UL8
Q99683,i,P18206
O60716,i,P35222
P18075,i,P04040
Q9UER7,i,P06748
P20794,i,P61978
Q15464,i,P06396
P51617,i,Q9BR76
P17096,i,O14686
P28799,i,P28482
Q14789,i,Q12959
P46734,i,P06748
Q14164,i,A0A059VC25
Q8TAF3,i,P31645
Q9P0X4,i,P13498
P21980,i,P0DMV8
P55957,i,P16284
Q61337,i,P04040
O75582,i,O00161
P41240,i,P13498
Q9NYY3,i,P46940
Q99836,i,P35372
P54762,i,O60716
P53004,i,P0DMV8
Q15831,i,P12931
Q14C86,i,P61978
O43474,i,P0DMV8
P14635,i,P0C731
P49336,i,P27348
Q9NQG6,i,P17655
Q7KZI7,i,Q8WXH0
O94855,i,Q16625
Q01959,i,P06396
Q5VT25,i,P12830
O60238,i,O75955
O43293,i,P04040
O75912,i,P31645
PR:000048327,i,P27361
P05111,i,P61978
Q8IW41,i,O60716
Q9Y463,i,O60716
Q8NEV4,i,O60716
P42681,i,O75955
Q14457,i,P18206
P53667,i,P17931
Q16288,i,O75955
Q04912,i,P11021
Q9UKT7,i,P61978
Q9H4A3,i,Q86UL8
Q02156,i,P12814
P15498,i,Q16625
Q9HCP0,i,P31146
Q9H422,i,P17655
P43250,i,P63328
Q07912,i,P49768
P36507,i,O00560
Q15208,i,P04792
Q96PY6,i,P61978
Q07869,i,Q15599
P09619,i,P11912
P22607,i,Q86UL8
O15151,i,P04040
P68403,i,Q03135
Q9UNH7,i,P04040
Q15118,i,P61978
P78527,i,P84098
P21675,i,P26010
P56589,i,P16284
Q9NWZ3,i,P06396
Q9UL54,i,P28482
P07948,i,P05129
Q13418,i,Q92974
P09619,i,P54764
Q13618,i,Q03135
Q9UK32,i,P35372
Q13535,i,O95819
Q15208,i,P35372
O60880,i,O00560
P07947,i,P42858
Q16584,i,P52799
P46108,i,P62745
Q5S007,i,P05023
P19388,i,Q9Y666
P0DP23,i,P04083
P04626,i,P05023
P38936,i,Q13239
P27348,i,P11274
Q14012,i,Q9Y2J2
Q13547,i,P61978
P53671,i,P04040
Q86VP6,i,P08631
P13010,i,Q14118
Q8N752,i,P35372
O43318,i,P18206
Q96GD4,i,Q05655
Q13705,i,P62745
Q05516,i,P62745
O60244,i,P50281
P22607,i,P11912
P51817,i,P27361
Q15013,i,P0DMV8
O14641,i,P0DMV8
Q6VAB6,i,Q12959
PR:000026189,i,P04040
Q9UK76,i,P06396
Q16512,i,P18206
Q16539,i,Q15366
P12004,i,O75955
Q14164,i,Q16625
Q13976,i,P35241
Q9Y6K9,i,P11717
Q9BXA7,i,Q8TEW0
P55209,i,P63328
P45985,i,P27348
O75582,i,P51636
Q9NRD5,i,P41743
Q14289,i,Q86UL8
Q15118,i,P50281
Q92934,i,Q86UL8
Q9QUR7,i,O75955
O00311,i,P39019
Q16589,i,P50570
P34947,i,P39019
P62993,i,Q05513
P45985,i,P35372
Q92560,i,Q8WXH0
Q16584,i,P31146
O95747,i,Q14160
P15056,i,P31431
P01137,i,O00238
Q15349,i,O15143
P57059,i,P31146
P41279,i,P29966
O60674,i,P02511
P57059,i,Q8TDY4
Q13882,i,P30101
PR:000027108,i,P31146
P10721,i,P06396
P50613,i,P17655
Q13555,i,P08670
P22455,i,P35241
Q9GZY8,i,Q86UL8
Q15208,i,P17655
Q86Y07,i,O60716
P40189,i,Q14118
Q14680,i,P11021
A0A0S2Z3I6,i,Q03135
Q00534,i,P04083
P52564,i,P35372
Q12888,i,O15511
O94921,i,P04040
P24723,i,O60716
P53667,i,Q96NW7
P62258,i,Q86UL8
Q96RE7,i,Q8WXH0
P17948,i,P28482
P08631,i,Q12846
P34932,i,Q03135
Q14680,i,P61764
Q00534,i,Q92974
P14635,i,Q8TDM6
Q02156,i,Q13153
O95863,i,P61978
Q13555,i,P60953
P35222,i,P04629
P01106,i,Q02297
Q96AY2,i,P35372
Q9Y6D9,i,Q8WXH0
Q9UHD2,i,P12931
P62834,i,P61073
P46734,i,O75955
O14920,i,P13861
P41743,i,Q86UL8
PR:000003271,i,P04040
Q13042,i,P05023
Q15300,i,P05023
P48730,i,Q9UQB8
Q16644,i,P04040
Q14289,i,P62491
P41240,i,P46939
P20226,i,Q96AC1
P42680,i,P11021
P52565,i,P04040
P20339,i,O60716
P49959,i,Q15366
Q96ST3,i,Q14676
Q9H492,i,P35372
Q9H0K1,i,Q13418
O14578,i,P04040
O96017,i,P50570
Q9UGP4,i,P04083
P63165,i,Q05513
Q8N4C8,i,Q12959
Q9UKA1,i,P11717
P08238,i,P14923
P43405,i,Q92542
Q9NUX5,i,Q6UVK1
PR:000037784,i,Q03135
O00238,i,O60716
Q08345,i,P35372
Q9UJU2,i,Q05209
Q13796,i,P50570
P37198,i,P39019
Q03014,i,O15511
Q13480,i,P31146
P22736,i,P40429
Q3U182,i,P04083
Q9W0V1,i,P61073
P42336,i,Q8TEW0
Q05397,i,P27824
A0A0S2Z3I6,i,P31146
Q9BXM7,i,P25054
P63000,i,P13498
P53778,i,P08473
PR:000044507,i,Q8TEW0
O15111,i,P00749
Q14258,i,P46783
Q86UU0,i,Q14676
O94804,i,P22681
Q9P0L2,i,P04083
A0A059VC25,i,Q9H2B2
Q96BR1,i,Q02750
O43521,i,P46783
Q8IWQ3,i,P63104
O15111,i,O60674
P32780,i,Q02750
O75116,i,P08473
Q7Z406,i,Q86UL8
P07332,i,P61073
PR:000000164,i,P62834
Q13043,i,P13498
P49759,i,P00523
Q15418,i,P62834
P33176,i,O60716
P61981,i,P27361
Q9H4A3,i,P35372
Q9UQB9,i,P60953
Q04206,i,P30050
Q99697,i,Q02750
Q9NPI6,i,P31146
P30291,i,Q6UVK1
P35626,i,Q6UVK1
P63073,i,P31146
P49760,i,P26038
A0A173G4P4,i,Q14160
PR:000007102,i,P05023
P09769,i,P61073
P04626,i,P25054
Q9HAZ1,i,P07947
Q8IWQ3,i,O00560
P06400,i,Q05209
O15392,i,O15511
P42224,i,P17655
O15264,i,P06748
Q9UPN9,i,Q9Y4G8
P41743,i,P35372
Q13043,i,Q14451
Q07812,i,Q14155
O00329,i,P27361
Q86UR1,i,P11717
Q8TEW0,i,P50570
P52333,i,Q8TEW0
O75676,i,O95819
P36507,i,Q9Y4G8
Q8IXJ6,i,P35579
Q9BQI3,i,P15311
Q8IZL9,i,P04040
Q99697,i,P61978
P53355,i,P04040
Q8N165,i,O00560
PR:000003197,i,Q9Y4G8
P41743,i,O14640
Q16254,i,Q05209
P16949,i,P11021
P29353,i,O60716
Q9Y297,i,P04083
Q07912,i,P13498
P22681,i,P06396
Q9YGY0,i,P06396
O60885,i,P04040
P08047,i,Q8WXH0
P24864,i,Q14957
O75143,i,P0DMV8
O15264,i,P28482
Q9UKB1,i,P06396
Q62101,i,P61764
Q15382,i,P27361
PR:000035776,i,P62280
P27540,i,P28482
A0A173G4P4,i,P62258
Q86US8,i,P06396
P35626,i,P0DMV8
Q99683,i,O60716
Q9H093,i,P06396
Q96S53,i,P04040
P07947,i,P63101
PR:000000634,i,P62834
O95747,i,Q03135
Q15831,i,Q14161
P25098,i,P63104
P51812,i,P30101
P11802,i,P48067
P24723,i,Q9Y4G8
P51812,i,Q13418
Q9Y2H1,i,Q9Y4G8
PR:000003271,i,P05023
Q05397,i,P42858
Q15118,i,O00161
O00141,i,Q16625
P06241,i,Q12846
P00533,i,P63000
PR:000029189,i,P31146
P06213,i,P00533
P05771,i,Q08209
Q15118,i,Q02750
P27361,i,Q02790
Q15746,i,P14923
P31323,i,P19022
Q9UQM7,i,P61978
P16234,i,O00560
P54753,i,P61978
P53355,i,Q9BR76
Q8IW41,i,P11717
O75116,i,Q9UQB8
P29597,i,P18206
P35916,i,P62745
P45985,i,P12931
O14733,i,P11912
O94921,i,O43707
PR:000000019,i,P04040
P17252,i,P15692
P41240,i,P63104
O75582,i,O75955
Q05513,i,Q9NQC3
Q13164,i,P13861
P52564,i,P27348
Q9BXM7,i,P11717
Q9UEW8,i,P04083
Q13882,i,P10301
Q9P1W9,i,P28482
P49760,i,Q9Y4G8
P50750,i,P08631
P42684,i,O60716
P07948,i,Q01814
Q06187,i,Q9H3Z4
Q6A1A2,i,O00560
Q07912,i,P42262
P43250,i,Q8TDY4
PR:000029896,i,Q9Y4G8
Q9NRM7,i,Q8TEW0
Q9BZL6,i,P25054
Q13177,i,P42261
P04629,i,P08473
P50750,i,Q03135
O75716,i,Q12959
P25098,i,P17661
A9UF07,i,Q03135
P30291,i,Q05209
Q8IXL6,i,P62745
P98161,i,Q14155
Q16832,i,O15294
Q14289,i,P28482
O15111,i,Q15599
O96017,i,P27348
O14965,i,Q9UQB3
O00141,i,O15511
Q07912,i,P04040
P00519,i,Q07157
Q9H3Y6,i,O75955
P52564,i,O60674
Q2M2I8,i,P15311
Q13555,i,Q14511
Q96RG2,i,Q86UL8
O15530,i,Q96NW7
P06241,i,Q13177
O96013,i,P78352
Q8TDC3,i,P46939
Q06187,i,Q05209
O95835,i,O00161
P42684,i,Q9Y4G8
Q16566,i,P31645
Q92918,i,P11021
P15531,i,Q14118
Q9UPZ9,i,P06396
Q8NER5,i,Q02750
Q2M2I8,i,P50570
P29320,i,Q14118
Q13237,i,O75955
Q9UBS0,i,P39019
P29322,i,Q02750
P26927,i,P04083
Q16584,i,P13498
O76039,i,P04083
Q13627,i,P62258
Q96J92,i,P46939
Q9H0K1,i,Q05209
Q92918,i,O75955
P16591,i,Q9UJU6
P23458,i,Q12846
PR:000026196,i,Q03135
P29597,i,P62745
P45983,i,Q9H3Z4
Q9UQB9,i,P04040
Q9Y243,i,O15511
P06493,i,P57739
P49840,i,P08473
P67775,i,P04083
Q13554,i,Q16625
P49759,i,Q9BR76
Q8TAS1,i,O00560
P35968,i,P78352
Q13043,i,Q05209
Q96QT4,i,P35372
O60674,i,P56817
P49841,i,P63010
Q16659,i,P30101
Q06187,i,P05023
Q08881,i,P31645
P06213,i,Q13153
P53779,i,P31749
Q13315,i,P84098
Q13523,i,P27361
Q16512,i,Q6UVK1
P31749,i,P36507
O00141,i,P04792
P49840,i,Q02750
Q9UQM7,i,Q9Y624
A0A173G4P4,i,P52799
P11274,i,P28482
P36894,i,P28482
O94768,i,P17661
Q9NYL2,i,P13861
Q9Y243,i,Q12959
Q7KZI7,i,P19022
O14965,i,P04792
O75676,i,P04792
P52564,i,P22681
Q05655,i,P63000
P11802,i,O14965
P48729,i,P00533
Q9BZL6,i,P05023
Q16566,i,P13861
P14618,i,P18206
Q86Y07,i,Q14118
P41279,i,Q14161
Q15119,i,Q86UL8
P67870,i,P61978
P49137,i,Q14511
P48730,i,Q92542
P14618,i,Q9Y4G8
O60674,i,P11717
Q9P289,i,P61978
Q9Y2K2,i,P11912
Q9BZL6,i,Q05209
P27361,i,Q05513
Q9BV47,i,P04792
P06241,i,P16615
Q15300,i,P13498
O95747,i,P06396
Q13177,i,P25054
Q05655,i,P27348
Q9H2X6,i,P41743
P23443,i,P0DMV8
P54646,i,P07355
Q96PY6,i,Q12959
Q8NG66,i,P11021
Q02763,i,P07355
Q9BZL6,i,P26038
P53778,i,P61073
Q13315,i,P07947
P06239,i,P00749
Q06187,i,Q6UVK1
Q99986,i,Q8WXH0
Q13546,i,P27361
Q06124,i,P04040
O43781,i,O75955
Q9H4B4,i,P14923
Q05655,i,Q13424
Q15759,i,P26038
Q13464,i,Q96SB3
P00558,i,Q86UL8
P48729,i,P41743
P35626,i,P11717
O75582,i,Q9Y6W5
Q38SD2,i,P31146
Q99683,i,P35241
Q8NG66,i,P23396
O96013,i,Q9UK17
Q8IY84,i,Q13418
P24723,i,P26038
Q9H2G2,i,O00560
P52333,i,Q9Y4G8
Q8WTQ7,i,O75955
Q96GD4,i,Q13873
Q9NZJ5,i,P13861
O14733,i,Q96QB1
P04626,i,O60716
P51812,i,P13498
Q13882,i,Q9Y4G8
P17612,i,P22681
P25098,i,P63328
Q8TD19,i,O60716
P06239,i,Q92542
P19784,i,P22681
Q13535,i,P50570
P49674,i,P62280
Q8N5S9,i,P39019
Q13315,i,Q13177
P51451,i,P0DMV8
P78527,i,P50281
O14965,i,O95832
PR:000025962,i,Q8TEW0
Q05397,i,P11717
Q9UEW8,i,O75955
P49674,i,P31749
P42680,i,P19022
Q9HC98,i,P60953
Q9BYP7,i,P27361
Q15349,i,P62745
Q04759,i,P13861
Q13188,i,Q96N67
Q16539,i,Q05209
Q86Z02,i,O95819
O75914,i,Q03135
Q7L7X3,i,P61978
Q13237,i,P06748
Q13627,i,P41743
P00519,i,P35240
P27448,i,P19022
O00418,i,Q14289
Q15418,i,P00523
Q15208,i,Q14155
Q13315,i,P08473
Q9NQU5,i,P52799
Q9UQ88,i,P31146
Q15118,i,Q8WWI1
Q96RR4,i,O60674
P37023,i,P08473
Q9Y5S2,i,P05023
Q9Y5S2,i,O75912
P36897,i,P16284
P27361,i,Q16513
P23443,i,P63328
O94806,i,P13861
P45984,i,P19022
Q96NX5,i,Q14160
P31751,i,Q8IVT2
Q5VT25,i,P28482
Q96RR4,i,P35372
Q8N5S9,i,P31645
P06241,i,P15311
P16591,i,P05023
P24723,i,P18206
P51812,i,Q8TEW0
Q99640,i,P35372
Q6IQ55,i,P04792
K9JYP4,i,Q02750
P42679,i,Q8TEW0
Q13188,i,P30101
P51955,i,Q9BR76
P42684,i,P13612
O75914,i,O00560
P28482,i,P35354
P53350,i,O15143
Q9UKE5,i,Q14118
O14757,i,P60953
Q9BWU1,i,Q12959
Q9BYP7,i,P18206
P45984,i,P50570
Q13177,i,P56817
P49840,i,Q12846
A9UF07,i,P05023
PR:000049999,i,Q03135
Q9H2X6,i,Q8TDY4
P49137,i,P11233
Q16816,i,P62258
P11309,i,Q8TEW0
Q9UIK4,i,P26038
P42345,i,P07737
Q13315,i,P61160
P22694,i,P11717
Q9HC98,i,P08670
Q9UHD2,i,O00161
Q9Y3S1,i,Q16625
Q99558,i,P46783
Q16816,i,P62745
Q13188,i,Q8TEW0
Q13177,i,P27361
P22694,i,Q13418
Q02156,i,Q6UVK1
Q92630,i,P39019
Q15139,i,Q12846
P19784,i,Q9UQB8
O15111,i,Q16625
P00533,i,Q15700
P11362,i,P52799
O14920,i,P63000
P53778,i,P15311
Q9BYP7,i,Q01814
Q6P5Z2,i,Q12959
O00418,i,Q08209
Q9UQM7,i,P27348
Q13188,i,O15143
P09619,i,O75955
P98161,i,P31645
P00519,i,P61073
P68400,i,Q9UHB6
Q01973,i,O75955
O43353,i,P28482
P29323,i,P07947
PR:000010165,i,P62834
P50750,i,P11717
P30291,i,P27361
P17612,i,O14493
P06213,i,P31749
Q15831,i,P08473
P67870,i,Q00610
P21127,i,Q8TEW0
P45983,i,P30050
Q8N5S9,i,O00161
P22612,i,Q14155
Q15569,i,P27361
A0A0S2Z3I6,i,Q8TDY4
P42680,i,P12931
Q5TCY1,i,P00749
Q13188,i,Q92558
Q6P5Z2,i,P27348
O96017,i,P23396
Q16539,i,P52799
Q9P286,i,Q9Y4G8
Q6P5Z2,i,Q14155
P17612,i,P00749
Q9UM73,i,P54764
P08631,i,P50570
Q13164,i,P31645
Q9HC98,i,Q13418
Q00536,i,P05023
Q9BUB5,i,Q6UVK1
P10398,i,P13498
P46734,i,P27348
P22694,i,P17813
Q9Y3S1,i,Q02750
P06213,i,Q14511
P53667,i,Q7L0J3
O95382,i,P06396
Q9NYV4,i,Q05655
Q15208,i,P19022
Q13043,i,Q6UVK1
Q14164,i,Q13045
Q99683,i,O43707
P49841,i,Q8TDM6
PR:000003057,i,P06396
Q75MR0,i,P13498
Q9H4B4,i,P19022
P06493,i,O14493
P21127,i,Q14118
Q8TD08,i,P62491
Q6IQ55,i,P35372
Q05655,i,P21333
Q9NYV4,i,P62258
Q96S44,i,P06396
O15530,i,P42566
P17612,i,P06729
P26927,i,P15311
Q13627,i,Q13418
Q8TD19,i,Q05209
P35916,i,P06396
O75914,i,Q14289
Q99986,i,Q96QB1
A0A173G4P4,i,P11717
P08581,i,P04083
Q00526,i,P31645
Q15569,i,O00560
Q08881,i,Q9UQB3
Q9BYP7,i,Q14160
O14730,i,P27361
Q9HC98,i,Q05209
O95819,i,P11717
P51812,i,O43707
Q16539,i,Q8TDY4
P45983,i,Q14511
Q96GD4,i,P17948
P06239,i,Q9Y624
P49336,i,P22681
O15530,i,P20020
Q6IQ55,i,P04083
P17612,i,Q96CW1
Q13555,i,Q9BR76
Q9P1W9,i,Q9Y6W5
Q13153,i,P29475
P41240,i,Q8TEW0
Q99558,i,Q14511
Q92630,i,Q96QB1
P00519,i,Q8WXH0
Q7L7X3,i,P19022
P26927,i,Q8WXH0
Q6P5Z2,i,Q02750
Q92630,i,P12931
Q13237,i,P19022
P28482,i,P02511
O14757,i,P31946
P78368,i,O60674
Q9BUB5,i,P62258
P31751,i,Q15599
P31152,i,P11717
Q13557,i,Q14118
Q13557,i,P60953
P31152,i,Q13418
Q9BUB5,i,P13498
P22612,i,P27348
Q8TD19,i,P11717
Q13976,i,P52799
O14757,i,Q9H2D6
P49841,i,Q9Y624
O00418,i,P30050
P00519,i,P06729
Q9P286,i,P27361
O14965,i,O00161
O14920,i,P06748
P42345,i,P35579
O95382,i,P62745
Q9HC98,i,Q6UVK1
Q96RR4,i,P04083
P19784,i,P19022
P78527,i,Q658W2
P21675,i,P15529
P41743,i,Q13393
Q96KB5,i,Q86UL8
Q9BYP7,i,P42262
P21802,i,Q9UQB8
Q9BWU1,i,P15311
P27361,i,Q01628
Q9UQ88,i,P62280
Q9UQM7,i,P54764
P06241,i,P33151
Q13188,i,Q15366
Q96GD4,i,Q14289
P22694,i,P30101
Q14004,i,P12931
P78368,i,P04083
P78368,i,P11021
Q8TEW0,i,P35372
P52333,i,Q9BR76
P10398,i,Q03135
Q64127,i,Q15366
Q12834,i,Q14161
PR:000003237,i,P04040
P13010,i,P27361
Q9UKA1,i,P30101
Q99967,i,P08631
PR:000049999,i,Q9BR76
P25098,i,P30050
P15498,i,P29353
O43293,i,P13498
P0DP23,i,P61978
P42224,i,P04083
Q15120,i,P22681
P07949,i,Q9H3Z4
P42680,i,P39019
Q9Y2I7,i,Q9H3Z4
P12643,i,Q14155
P18031,i,P0DMV8
Q96QT4,i,Q8WXH0
PR:000035423,i,O00560
Q13153,i,Q05586
O76039,i,Q92974
P04626,i,P06396
P43403,i,Q02297
P42680,i,Q02750
PR:000037513,i,P13498
P20749,i,Q14161
Q02750,i,P27824
Q13546,i,O00560
Q9Y478,i,P04083
Q9H4B4,i,P51636
Q8WYK2,i,P61978
PR:000048327,i,P04040
Q9NYY3,i,Q9Y4G8
P17096,i,Q8IXM2
Q9UHD2,i,P61073
Q92973,i,P13861
Q03135,i,Q12959
Q13362,i,O60716
Q683Z8,i,O00560
P27694,i,O75955
Q15382,i,P0DMV8
Q5VT25,i,Q7L0J3
Q8IW41,i,P62280
O95835,i,P39019
Q9ULG1,i,P27361
Q9UL54,i,P11912
P23458,i,P17931
Q71DI3,i,Q02750
O00311,i,Q86UL8
O14936,i,P31645
Q16611,i,Q2M1Z3
O54918,i,P27361
P62258,i,P35372
P50750,i,Q14118
Q9H4A3,i,P06748
Q9UJX3,i,Q02750
P20339,i,P31146
Q7Z434,i,O00161
Q16512,i,P05023
P98077,i,P04040
P41159,i,Q12846
Q15303,i,P63104
Q13043,i,P26038
Q9P2K8,i,P27361
Q92831,i,P06396
P08069,i,P08473
Q7Z412,i,P22681
P40763,i,O15530
P19525,i,Q00610
P37173,i,P27361
P53355,i,P17661
P46108,i,O43707
P43250,i,Q8TEW0
P98161,i,P35372
P62837,i,P11717
Q5FBB7,i,O43707
Q9UK76,i,P04040
Q07912,i,Q8TEW0
P41047,i,P50281
Q14258,i,O60716
Q16654,i,Q14160
Q15464,i,Q14676
P51817,i,O00560
PR:000000164,i,O60716
O94768,i,Q8TEW0
P10415,i,P04792
P08069,i,O75955
P53778,i,P04083
Q9EQW6,i,P61978
P55209,i,O00560
Q9BS79,i,P11717
P24723,i,P63328
PR:000003057,i,Q03135
Q9P2K8,i,P13612
P10398,i,Q96N67
O14777,i,P0DMV8
A0A024R1D8,i,P11717
Q13557,i,O43707
P16070,i,P42858
PR:000003271,i,P63328
Q99759,i,P35372
Q9H0E2,i,Q92542
Q15131,i,P17655
Q96KB5,i,O15511
O60566,i,P62280
Q92466,i,P11717
P0DN76,i,P62280
P36888,i,P31645
Q5TCX8,i,P27348
PR:000027108,i,P62745
P34932,i,P05023
P51955,i,P11717
O00444,i,P06396
Q9UHD2,i,Q14161
Q9P1W9,i,P04083
O95405,i,P11021
P51617,i,P62745
P21802,i,P19022
Q07813,i,P98082
Q9UNA4,i,Q15366
O15350,i,P12931
P37198,i,P61978
Q5VWQ8,i,Q14118
P20591,i,Q92597
Q9NZC7,i,P23396
P53667,i,P13010
Q13315,i,O15117
Q9UBU9,i,P27348
A0A059VC25,i,P27361
Q15118,i,P13861
P37173,i,P35241
P20871,i,P0C731
Q13315,i,P21980
Q15349,i,P27361
P15498,i,Q92686
Q06609,i,P06748
Q7KZI7,i,Q12959
Q9UKE5,i,P26038
P42684,i,P05023
Q13158,i,P11717
O95747,i,P27361
O43482,i,Q2M1Z3
A0A173G4P4,i,Q14511
Q13555,i,P08631
P68400,i,Q12846
Q9UHD2,i,P00749
Q86SG6,i,P31146
Q9UPN9,i,Q2M1Z3
O15530,i,Q15768
P25054,i,P28482
Q13557,i,Q9Y4G8
PR:000015829,i,P13498
Q9ULW0,i,P62745
Q9Y463,i,P35241
Q9H2X6,i,P23528
Q8NEV4,i,P13612
P52564,i,P39019
P56945,i,P62491
A0A0S2Z3I6,i,P05023
P08183,i,O75955
Q12888,i,P51636
Q96QB1,i,P06396
P42679,i,P05023
PR:000007102,i,O00560
P36507,i,P05023
P42336,i,P62280
PR:000002696,i,Q13418
Q9Y5P4,i,P05023
P45985,i,P11021
P52333,i,Q14289
Q9UDY2,i,P14923
